group,eid,index,used.in.pca
1,999,10743,1
0,999,148452,1
1,999,190417,1
0,999,128622,1
1,999,404933,1
0,999,233862,1
1,999,361665,1
1,999,116035,0
1,999,210144,0
1,999,260474,1
1,999,426332,1
0,999,393530,1
0,999,453658,1
0,999,129361,1
1,999,480891,1
0,999,275320,1
1,999,416798,1
1,999,309806,1
0,999,28415,1
1,999,369091,1
1,999,453233,1
0,999,415728,0
0,999,112487,1
0,999,351047,0
1,999,204238,1
1,999,145282,1
0,999,425646,1
1,999,257447,1
0,999,198643,1
1,999,235633,0
1,999,167568,1
0,999,91786,1
0,999,400148,1
0,999,386873,1
0,999,470313,0
1,999,420847,0
1,999,403309,1
0,999,47516,1
0,999,406793,1
1,999,240959,0
0,999,19643,0
0,999,352386,1
0,999,423894,1
1,999,158213,1
0,999,474967,1
0,999,334123,0
1,999,104090,1
1,999,67341,1
0,999,192728,1
0,999,155118,1
0,999,177253,1
1,999,76627,1
0,999,314093,1
0,999,453230,1
1,999,228366,1
0,999,6325,1
0,999,80658,1
1,999,138797,1
0,999,216470,1
1,999,258883,1
0,999,432843,1
0,999,240910,1
0,999,352962,1
1,999,376834,0
1,999,354111,1
0,999,150822,1
1,999,366143,1
1,999,457635,1
0,999,465465,1
1,999,415753,0
0,999,135231,1
0,999,141231,0
0,999,280248,0
1,999,372183,0
1,999,362458,1
1,999,372771,1
1,999,193526,1
0,999,173235,1
1,999,173928,1
0,999,12382,0
1,999,367261,0
1,999,483569,1
1,999,218636,1
1,999,78642,1
1,999,235209,0
1,999,52549,1
0,999,323598,0
1,999,217040,0
0,999,449975,1
1,999,223136,1
0,999,476110,1
1,999,112928,0
0,999,271658,0
0,999,82018,1
0,999,453628,1
1,999,470200,1
1,999,240916,1
1,999,71616,1
0,999,467271,1
0,999,387906,0
0,999,273722,1
0,999,416992,1
1,999,134139,1
1,999,337257,0
1,999,291684,1
1,999,283175,1
1,999,75538,1
0,999,206069,1
1,999,48978,0
1,999,81550,1
0,999,185828,1
0,999,290928,0
0,999,361683,1
0,999,97247,1
0,999,320243,1
0,999,275843,1
0,999,223777,0
1,999,381989,1
0,999,441016,0
1,999,417459,1
1,999,455835,1
0,999,473412,1
1,999,29702,1
1,999,424459,1
0,999,312615,1
1,999,9042,0
1,999,437553,1
0,999,278202,1
1,999,262448,1
1,999,227520,0
0,999,132307,1
0,999,12241,1
0,999,452135,1
0,999,143293,1
0,999,215835,1
1,999,394466,0
0,999,8534,1
0,999,47799,1
1,999,115776,0
0,999,182774,1
1,999,245843,0
1,999,49497,0
0,999,152876,1
1,999,158782,1
1,999,230910,1
1,999,180265,1
0,999,339283,1
1,999,283937,1
1,999,326438,1
0,999,269285,1
0,999,154100,1
0,999,467437,1
1,999,351994,1
0,999,82246,1
1,999,454176,1
0,999,155081,1
1,999,35937,1
1,999,319323,1
0,999,186923,1
1,999,365826,1
1,999,246529,0
1,999,12043,1
0,999,38509,1
0,999,56353,1
1,999,408571,0
1,999,298256,1
0,999,221337,1
0,999,226909,1
1,999,317448,1
0,999,410035,1
1,999,90468,1
0,999,375949,1
1,999,17240,1
1,999,477616,1
0,999,415646,0
1,999,395205,1
1,999,124098,1
0,999,276358,0
0,999,142403,1
0,999,307190,1
1,999,319922,1
1,999,234098,0
0,999,311000,1
1,999,191960,1
1,999,67907,1
0,999,189272,1
0,999,262010,1
0,999,88199,1
1,999,100714,1
0,999,391639,1
0,999,54761,1
0,999,309769,1
1,999,107075,1
0,999,316015,1
1,999,240932,1
0,999,320865,1
1,999,360757,1
0,999,317804,1
1,999,24089,0
1,999,227529,0
0,999,419027,1
0,999,11740,1
1,999,132869,1
1,999,409994,1
0,999,80996,1
1,999,340667,1
0,999,100273,1
1,999,319799,1
0,999,391797,1
0,999,129349,1
0,999,249454,1
1,999,247333,1
0,999,459733,1
1,999,417212,1
0,999,365349,1
1,999,190536,1
1,999,88607,1
1,999,273856,1
1,999,164533,0
0,999,441874,1
1,999,214025,1
1,999,81987,1
1,999,281852,0
0,999,8858,1
1,999,26112,0
1,999,447614,1
1,999,240966,1
1,999,420009,1
1,999,165214,1
1,999,323184,1
1,999,75703,1
1,999,335101,1
0,999,178716,1
0,999,450694,0
1,999,95239,1
0,999,27668,1
0,999,445222,1
0,999,153579,1
0,999,332107,1
1,999,422997,1
1,999,249101,1
1,999,163430,0
1,999,104383,1
0,999,16461,1
1,999,281810,0
1,999,267703,1
1,999,223306,1
1,999,136808,0
0,999,283413,1
1,999,126067,1
0,999,271057,1
0,999,37079,1
1,999,56827,1
0,999,307535,0
0,999,268208,1
0,999,350204,1
0,999,102696,1
1,999,69611,1
0,999,369959,1
0,999,308844,1
0,999,346657,1
0,999,324484,1
1,999,353639,1
1,999,295472,1
0,999,61692,1
1,999,142576,0
1,999,131628,0
0,999,284297,1
0,999,170457,1
1,999,250454,1
0,999,242809,1
0,999,184269,0
1,999,111955,1
0,999,304976,1
0,999,46614,1
1,999,85152,1
1,999,82724,1
0,999,243320,0
1,999,338444,1
1,999,316255,1
0,999,85864,1
0,999,486933,1
0,999,176448,1
1,999,315963,0
1,999,350684,1
0,999,336678,1
1,999,119560,0
0,999,403365,0
0,999,164370,1
1,999,210049,1
0,999,291185,1
0,999,483075,1
1,999,56968,1
0,999,316798,1
0,999,478245,1
0,999,8658,1
1,999,21559,1
0,999,379633,1
0,999,2916,1
0,999,201223,1
1,999,17436,1
1,999,202893,0
1,999,367657,0
0,999,149133,1
1,999,309585,1
1,999,278283,1
1,999,374091,1
1,999,3206,1
0,999,166750,1
0,999,440307,1
0,999,271529,1
0,999,97416,1
1,999,479353,1
0,999,188421,1
0,999,73065,0
1,999,123518,1
0,999,28452,0
1,999,13558,1
1,999,147982,1
0,999,311110,1
1,999,27835,1
1,999,414775,1
1,999,86343,0
0,999,144078,1
0,999,395756,1
1,999,430108,1
0,999,13195,1
1,999,466754,1
0,999,280974,1
0,999,242368,1
0,999,162359,1
1,999,449147,1
1,999,216529,0
1,999,2159,1
0,999,353563,1
0,999,324104,1
0,999,326122,1
0,999,176827,1
1,999,140209,1
0,999,358599,1
1,999,432870,1
1,999,227594,1
1,999,382680,1
0,999,271357,0
1,999,299549,1
1,999,101748,1
1,999,285099,0
0,999,297325,1
0,999,315685,1
0,999,267797,1
1,999,386423,1
0,999,80244,1
0,999,171230,1
0,999,65027,0
0,999,188923,1
1,999,307055,0
1,999,184578,1
0,999,483522,1
1,999,232526,1
1,999,267676,1
1,999,432511,1
0,999,384082,0
1,999,467721,1
0,999,281483,1
0,999,253160,1
0,999,99384,1
0,999,451652,1
0,999,193084,1
0,999,194317,1
0,999,325567,0
1,999,13615,1
0,999,146797,1
0,999,265642,1
0,999,160931,1
1,999,14624,1
1,999,30308,1
1,999,324581,1
0,999,28059,1
0,999,299195,0
0,999,303861,1
1,999,248225,1
1,999,1274,1
0,999,245090,1
0,999,22056,1
1,999,342465,1
0,999,173645,1
1,999,270156,1
1,999,33624,1
0,999,335946,1
0,999,326632,1
1,999,93715,1
1,999,213044,1
1,999,480063,1
1,999,225539,1
0,999,63362,1
0,999,396736,1
1,999,378513,0
1,999,298145,1
1,999,411398,1
0,999,181213,1
0,999,172264,1
1,999,215429,1
0,999,35092,1
1,999,138806,1
1,999,108323,1
0,999,385683,1
0,999,452150,1
1,999,258617,0
1,999,186798,0
0,999,461763,1
0,999,405069,1
0,999,227399,1
0,999,176525,1
0,999,400744,1
0,999,145778,1
1,999,349564,1
1,999,435972,0
0,999,86613,1
1,999,219736,1
0,999,47480,0
1,999,465745,0
1,999,178659,1
1,999,192657,1
1,999,42069,1
0,999,433353,1
1,999,432967,0
1,999,143869,1
0,999,67313,1
0,999,207416,1
1,999,15204,1
0,999,92845,1
0,999,166457,0
1,999,41126,1
1,999,411678,1
0,999,397260,0
1,999,30378,1
0,999,191686,1
0,999,403607,0
1,999,130695,1
0,999,101449,1
0,999,127979,1
0,999,374369,1
1,999,170454,0
0,999,339448,0
0,999,412097,0
0,999,484501,1
0,999,396956,1
0,999,293226,1
0,999,412612,1
0,999,41068,0
1,999,220874,1
1,999,225383,1
1,999,482343,1
1,999,479321,1
0,999,303037,1
1,999,226538,1
1,999,263282,1
0,999,279113,1
1,999,176800,1
0,999,308777,1
0,999,404943,1
0,999,258188,1
1,999,467232,1
0,999,315174,1
0,999,282042,1
0,999,344457,1
0,999,80568,1
1,999,147668,0
1,999,279181,1
0,999,7087,1
1,999,446979,1
1,999,73122,1
1,999,250251,1
1,999,284582,1
0,999,269876,1
1,999,70221,1
1,999,352047,1
0,999,204212,1
1,999,346285,0
0,999,287746,1
0,999,139608,1
1,999,184916,0
1,999,209849,1
1,999,250447,1
0,999,278771,1
0,999,28603,0
1,999,470986,1
0,999,340331,1
1,999,280276,1
0,999,284162,1
1,999,402733,1
0,999,191671,1
1,999,295648,1
0,999,372437,1
0,999,427810,1
0,999,273573,1
1,999,246852,1
1,999,46380,1
0,999,469693,0
1,999,358884,1
0,999,437251,1
1,999,162366,1
0,999,355847,1
1,999,251193,1
1,999,145682,1
1,999,204135,1
0,999,304079,1
1,999,315188,1
0,999,190594,1
0,999,292890,1
1,999,196056,0
0,999,419731,1
0,999,258594,1
0,999,395713,1
1,999,352980,1
1,999,9314,0
0,999,458780,0
1,999,52273,1
0,999,243965,1
0,999,275639,1
0,999,148397,1
0,999,427236,1
0,999,469977,0
1,999,203332,1
0,999,60937,1
0,999,407827,1
1,999,257741,1
0,999,415731,1
1,999,130795,1
0,999,18415,1
1,999,285675,1
1,999,311395,1
1,999,93809,1
0,999,220776,1
0,999,386904,1
1,999,347474,1
0,999,99791,0
0,999,55092,1
1,999,170456,0
0,999,385073,1
1,999,462258,1
1,999,414542,1
1,999,287154,1
0,999,71398,1
1,999,69864,1
0,999,158668,1
1,999,71122,1
0,999,3240,1
0,999,332689,1
1,999,433237,1
0,999,363594,1
1,999,3006,1
0,999,471055,1
0,999,116534,1
0,999,416725,1
1,999,419033,1
1,999,141652,1
1,999,111756,1
1,999,420786,1
1,999,305112,1
0,999,265415,0
1,999,397949,0
1,999,245700,1
1,999,359292,1
0,999,443117,1
1,999,228089,1
1,999,209894,1
1,999,319102,1
1,999,419324,1
0,999,82442,1
0,999,485057,1
1,999,57745,1
0,999,410090,1
1,999,140584,1
0,999,315134,0
0,999,287977,0
1,999,438825,0
1,999,238708,0
0,999,294024,0
1,999,196509,1
0,999,478534,1
0,999,344688,1
0,999,416050,1
0,999,476641,1
0,999,110651,1
0,999,298741,1
0,999,43888,1
1,999,199619,1
0,999,267065,1
0,999,140711,1
0,999,372396,1
1,999,129669,1
0,999,66270,1
0,999,363262,1
1,999,6593,1
0,999,64811,1
1,999,266744,1
1,999,273291,1
0,999,186635,1
1,999,399460,0
1,999,276050,1
1,999,326679,1
1,999,33919,0
1,999,152267,1
0,999,266887,1
1,999,472984,0
0,999,63154,0
1,999,348809,0
1,999,245183,1
1,999,72633,1
0,999,324045,1
1,999,100689,1
0,999,406178,1
1,999,104438,0
0,999,96415,1
1,999,306767,1
0,999,248752,1
1,999,401904,1
1,999,80903,0
1,999,95394,0
0,999,150886,0
1,999,239779,0
1,999,260242,1
1,999,297547,1
0,999,147910,1
1,999,454224,1
1,999,409901,1
1,999,168021,1
0,999,71621,1
1,999,166292,1
0,999,67796,1
1,999,58036,1
0,999,414468,1
1,999,269883,0
1,999,434309,1
0,999,303486,1
1,999,161994,0
1,999,328977,1
1,999,302724,1
0,999,432959,1
0,999,265371,1
1,999,351727,1
1,999,209709,1
1,999,206464,0
0,999,428088,1
1,999,53283,1
1,999,68503,1
0,999,84680,1
0,999,72555,1
0,999,206180,1
0,999,392157,1
0,999,11862,1
1,999,19263,0
0,999,209851,1
0,999,102402,1
0,999,28627,1
1,999,35303,1
0,999,302969,1
1,999,152314,1
0,999,194445,1
1,999,219827,1
1,999,424305,1
1,999,118135,1
0,999,320489,1
0,999,410322,0
0,999,366920,1
1,999,19678,1
0,999,355945,0
1,999,215143,1
0,999,336379,1
1,999,235906,1
0,999,106320,1
0,999,51956,1
0,999,48324,1
0,999,421925,1
0,999,66056,1
0,999,306470,1
0,999,93544,1
1,999,48111,1
1,999,4846,1
1,999,361894,1
1,999,357523,1
1,999,318043,0
1,999,218019,0
0,999,129718,1
0,999,315677,0
0,999,223900,0
1,999,207154,0
1,999,51700,1
0,999,263247,1
0,999,267856,1
1,999,479223,1
0,999,84363,1
0,999,289469,1
1,999,426569,1
0,999,28191,1
0,999,424688,1
1,999,193307,1
0,999,370737,1
1,999,249652,1
1,999,127852,1
1,999,274919,1
1,999,387659,1
0,999,298199,1
0,999,311080,1
0,999,325313,1
0,999,201060,1
0,999,399703,1
0,999,167283,1
0,999,21057,1
1,999,226611,1
0,999,455524,1
0,999,166801,0
1,999,453519,1
0,999,439484,1
1,999,174570,0
0,999,115393,0
1,999,7112,1
0,999,444987,1
1,999,104920,1
0,999,65240,1
0,999,318951,1
1,999,27368,1
1,999,197365,1
1,999,434590,1
1,999,298231,1
1,999,232008,1
1,999,108824,1
0,999,127445,1
0,999,121396,1
1,999,247626,1
1,999,235757,1
0,999,350197,0
0,999,1792,1
1,999,151510,1
0,999,360602,1
1,999,66121,0
0,999,308973,1
0,999,342081,1
0,999,275104,1
1,999,481664,1
1,999,49754,1
0,999,297370,0
0,999,185189,1
0,999,164331,1
1,999,373084,1
1,999,439850,1
0,999,180657,1
0,999,72225,1
0,999,322814,1
0,999,338979,1
1,999,296319,1
0,999,19023,1
0,999,67347,1
0,999,140342,1
1,999,427078,1
0,999,303464,1
0,999,12706,1
1,999,66903,1
0,999,37390,1
0,999,275380,1
0,999,309932,1
0,999,485139,1
0,999,286333,0
0,999,298852,0
1,999,231620,0
1,999,380815,0
0,999,465335,1
1,999,70810,1
0,999,359783,0
1,999,240886,1
0,999,256965,1
0,999,47533,1
0,999,351610,1
1,999,56335,0
0,999,325915,1
1,999,208818,1
1,999,394216,1
1,999,446082,1
0,999,179774,1
1,999,426521,0
0,999,378837,1
0,999,332634,1
1,999,193315,1
0,999,139803,1
0,999,234593,1
1,999,180695,1
0,999,454001,0
1,999,335515,1
1,999,74029,0
0,999,388132,1
0,999,469992,1
1,999,124973,1
1,999,448550,1
0,999,387635,1
1,999,262566,1
0,999,195566,1
1,999,81547,1
1,999,424779,1
1,999,319252,1
0,999,188887,1
0,999,369617,1
1,999,348974,1
0,999,356327,1
1,999,55615,1
0,999,74427,1
0,999,221418,0
1,999,410364,1
1,999,130868,1
1,999,313740,1
0,999,80900,1
1,999,318841,0
1,999,92167,0
0,999,236989,0
1,999,398924,1
0,999,106674,1
0,999,410881,1
0,999,116261,1
0,999,140795,1
1,999,143823,1
0,999,103961,1
0,999,125043,1
0,999,202729,1
0,999,77897,1
0,999,917,1
1,999,430353,0
1,999,321892,1
0,999,445799,1
0,999,356576,1
0,999,475260,1
0,999,316763,1
1,999,352734,1
1,999,15951,1
1,999,1935,0
0,999,73456,0
0,999,78384,1
1,999,406337,1
0,999,182695,1
0,999,23518,1
0,999,476038,0
1,999,421780,1
1,999,306586,1
0,999,293122,0
1,999,305974,1
0,999,10785,1
1,999,90478,1
0,999,195831,1
0,999,472739,1
1,999,241686,1
0,999,295016,1
1,999,213173,1
1,999,207281,1
0,999,72586,1
1,999,142366,1
0,999,382114,0
0,999,166226,1
0,999,326676,1
0,999,335627,1
0,999,91689,1
1,999,436200,1
1,999,56856,1
1,999,38289,1
1,999,142866,1
0,999,407923,1
1,999,414750,1
1,999,365182,1
1,999,27418,1
1,999,448794,1
0,999,209134,1
1,999,275741,0
1,999,451588,1
1,999,280680,1
0,999,347160,1
0,999,483842,1
1,999,394646,1
1,999,404735,0
0,999,484592,1
0,999,448880,1
0,999,414245,1
0,999,396568,1
0,999,115549,1
0,999,43972,1
1,999,127233,1
0,999,197688,0
1,999,61781,1
1,999,358722,1
0,999,386564,1
1,999,456937,0
1,999,362119,1
1,999,65804,0
1,999,235467,1
1,999,175511,0
1,999,135450,0
1,999,346820,1
0,999,237296,0
0,999,244362,1
1,999,359410,1
0,999,363528,1
0,999,415452,1
1,999,306432,1
1,999,229461,1
1,999,57025,1
1,999,229923,0
1,999,99752,1
0,999,403974,1
1,999,315175,1
0,999,305107,1
0,999,139067,1
0,999,99560,1
1,999,395246,1
0,999,354418,1
1,999,220016,1
1,999,332579,1
0,999,76331,1
1,999,261716,1
1,999,89381,1
1,999,198349,1
0,999,374111,1
1,999,317017,0
1,999,362633,1
0,999,429368,1
1,999,316256,1
0,999,287375,1
1,999,320871,0
1,999,231838,1
0,999,458285,1
1,999,311219,1
0,999,139010,0
1,999,47658,0
0,999,400655,0
1,999,355354,1
0,999,201874,1
0,999,481614,1
1,999,478228,1
1,999,240864,0
1,999,453545,1
0,999,378103,1
1,999,289645,1
1,999,298021,1
0,999,292719,0
0,999,12766,1
0,999,117465,1
0,999,276349,1
0,999,176426,1
1,999,95755,1
1,999,116308,0
0,999,320978,1
1,999,210570,1
1,999,17091,1
0,999,205893,1
1,999,57870,1
1,999,476874,1
1,999,272377,1
0,999,78736,0
0,999,88282,1
1,999,71800,0
1,999,300794,0
1,999,130427,1
0,999,123087,1
0,999,362426,0
0,999,382868,0
1,999,104127,1
0,999,473322,1
0,999,251450,1
0,999,271141,0
1,999,386111,1
0,999,371421,0
1,999,296731,1
1,999,147536,0
0,999,22484,1
1,999,470587,1
0,999,250450,1
1,999,248372,1
1,999,250335,0
1,999,435346,0
0,999,179653,1
1,999,226957,1
0,999,335320,1
1,999,429914,1
0,999,212009,1
0,999,317144,1
1,999,399876,1
1,999,393322,1
1,999,216918,1
0,999,65412,1
1,999,275651,1
0,999,202691,1
0,999,236730,1
1,999,63326,1
0,999,258928,1
1,999,313503,0
0,999,300395,1
0,999,12561,0
1,999,230040,1
1,999,289665,1
0,999,383387,1
0,999,229658,0
1,999,420414,1
0,999,200624,1
1,999,412543,1
0,999,68046,0
0,999,153147,1
0,999,125563,1
1,999,453445,0
1,999,299542,1
1,999,92408,1
0,999,478383,1
0,999,227543,0
0,999,283386,0
1,999,243215,1
1,999,421193,1
1,999,17317,1
0,999,331000,0
0,999,293149,0
1,999,380482,1
1,999,134794,1
1,999,15372,1
0,999,112893,0
1,999,203720,0
0,999,39044,1
1,999,84771,1
1,999,141932,1
0,999,175384,1
1,999,36327,1
0,999,64882,1
0,999,381413,1
1,999,458635,1
1,999,209678,1
0,999,276639,1
1,999,310728,1
1,999,47103,0
1,999,119399,0
0,999,327007,0
1,999,267193,1
1,999,270856,1
0,999,418560,1
0,999,191608,1
1,999,279517,1
0,999,383125,1
0,999,189756,1
1,999,411656,1
0,999,243195,1
0,999,318776,1
1,999,439598,1
1,999,222840,1
0,999,388851,1
0,999,278836,1
0,999,223187,0
0,999,392123,1
1,999,157642,0
0,999,149813,1
1,999,325361,1
1,999,110688,0
1,999,255535,1
0,999,347098,1
0,999,68540,0
1,999,314573,1
1,999,31315,1
0,999,285542,0
1,999,473708,1
1,999,369400,0
0,999,30500,1
1,999,270932,1
1,999,225214,0
0,999,371899,1
0,999,63771,1
1,999,424178,1
1,999,302799,1
1,999,214550,1
1,999,136937,1
1,999,33233,1
1,999,406000,1
0,999,366033,1
1,999,362538,1
0,999,242692,1
0,999,45962,1
0,999,79160,1
0,999,42250,1
1,999,109948,1
1,999,175827,1
1,999,84488,1
0,999,222341,1
0,999,392052,1
0,999,480100,1
0,999,39295,1
1,999,117963,0
0,999,38650,0
1,999,425922,1
1,999,392204,0
1,999,322524,1
1,999,121317,1
0,999,462929,1
0,999,346947,1
1,999,143230,1
0,999,171286,0
0,999,244958,1
1,999,481375,1
0,999,442312,1
1,999,5816,1
0,999,338978,1
1,999,266669,1
1,999,36884,1
1,999,278608,1
0,999,460982,1
0,999,456010,1
0,999,415928,1
1,999,287993,1
0,999,470952,1
0,999,21343,1
0,999,91376,1
1,999,321960,0
0,999,191528,1
0,999,152774,1
1,999,186077,1
0,999,225080,1
0,999,232313,1
1,999,462678,1
1,999,379511,1
0,999,398162,1
1,999,440986,1
1,999,33061,1
0,999,176215,1
0,999,434252,0
1,999,290850,1
0,999,440318,1
1,999,457790,1
1,999,382002,1
1,999,265384,1
0,999,409330,1
1,999,312366,0
0,999,449713,1
1,999,282551,1
0,999,134950,1
0,999,286265,1
0,999,215979,1
1,999,211568,0
1,999,4272,1
0,999,404890,1
0,999,256716,1
0,999,945,1
1,999,247113,1
0,999,146811,0
1,999,412610,1
1,999,458259,1
0,999,240364,1
0,999,405228,1
1,999,367458,1
0,999,332365,0
0,999,7679,1
0,999,319845,0
1,999,170427,1
1,999,411706,1
1,999,6506,1
0,999,416212,1
1,999,181609,1
1,999,63548,1
1,999,444601,1
0,999,253189,1
1,999,329919,1
0,999,356139,1
0,999,228506,1
0,999,273640,1
0,999,136423,1
1,999,177409,1
0,999,123910,1
0,999,290435,1
1,999,41466,1
1,999,112953,1
1,999,445110,1
0,999,225443,0
0,999,167564,1
0,999,353525,1
0,999,318924,1
0,999,322700,1
1,999,275191,1
1,999,385248,1
0,999,197398,1
1,999,227604,1
0,999,486001,1
1,999,125829,1
1,999,317476,1
0,999,259146,1
0,999,276041,1
0,999,182582,1
0,999,175628,1
0,999,469141,1
0,999,350564,1
0,999,431583,0
0,999,285652,1
0,999,139815,1
0,999,137717,1
1,999,193415,1
0,999,123317,1
0,999,26130,1
0,999,31814,1
1,999,310518,1
1,999,268341,0
1,999,480460,1
1,999,469579,0
0,999,83798,1
1,999,26740,0
0,999,390453,1
0,999,91639,1
0,999,120161,1
0,999,318280,1
1,999,155242,1
1,999,447299,1
0,999,321625,0
1,999,149824,1
0,999,368423,1
1,999,92565,1
0,999,269983,1
0,999,245369,1
1,999,245378,1
0,999,281353,1
1,999,156089,1
0,999,277859,1
1,999,444338,1
0,999,321335,1
1,999,110141,1
1,999,300698,1
1,999,358714,1
1,999,271311,1
0,999,460417,1
1,999,307623,1
1,999,468138,1
1,999,271078,1
1,999,264551,1
0,999,98811,1
1,999,400226,1
1,999,304133,1
0,999,47422,0
0,999,338899,1
0,999,464517,1
1,999,438979,0
0,999,208108,1
1,999,241490,1
0,999,77274,1
0,999,385132,1
0,999,135810,0
1,999,331901,0
1,999,258674,0
0,999,356389,1
1,999,277427,1
0,999,400041,1
0,999,487223,1
0,999,117269,1
0,999,369969,1
1,999,68455,0
1,999,284774,1
0,999,116996,0
1,999,211456,0
1,999,289992,1
1,999,188410,1
0,999,263166,1
1,999,85183,1
1,999,414365,1
1,999,107229,1
1,999,18203,1
0,999,243065,0
0,999,92800,1
1,999,261684,1
1,999,273854,1
1,999,140794,1
0,999,346818,1
1,999,243283,1
0,999,475231,1
0,999,453489,1
1,999,299733,1
1,999,348869,1
1,999,364065,1
1,999,227606,1
1,999,128734,1
1,999,119034,1
0,999,121002,1
0,999,229515,1
1,999,224273,1
0,999,184398,1
0,999,172570,1
1,999,142697,0
0,999,445448,0
1,999,200679,1
0,999,356246,0
1,999,188518,1
1,999,75417,1
0,999,362946,1
1,999,322493,1
0,999,392576,1
1,999,45288,1
1,999,468775,1
1,999,6561,1
0,999,393608,1
0,999,242204,1
0,999,436807,1
0,999,203851,1
0,999,235069,1
1,999,52767,1
1,999,426225,1
1,999,348329,1
0,999,17366,0
1,999,244095,1
0,999,71853,1
1,999,455420,1
1,999,305879,0
1,999,417053,1
1,999,103949,0
1,999,304969,1
1,999,39261,1
0,999,248526,1
0,999,265313,0
0,999,37412,1
0,999,64474,1
1,999,139452,0
1,999,20309,1
0,999,238585,1
0,999,301448,1
0,999,324201,1
0,999,379165,1
0,999,152965,1
1,999,240264,0
0,999,346529,0
0,999,274528,1
1,999,444451,0
0,999,326291,1
1,999,168236,0
0,999,447384,1
0,999,367801,0
0,999,186196,1
1,999,39119,1
1,999,162105,1
0,999,230225,1
0,999,225026,1
1,999,330172,1
0,999,187527,0
1,999,427621,1
0,999,396305,1
1,999,390548,1
1,999,308107,1
1,999,232078,1
0,999,471909,1
0,999,270124,1
1,999,293128,1
1,999,54123,1
0,999,23571,0
1,999,132454,1
0,999,194463,1
1,999,474468,1
1,999,405903,1
1,999,90283,1
0,999,72875,0
1,999,179780,0
0,999,155490,0
0,999,282616,1
1,999,247260,1
0,999,96132,1
0,999,447986,1
1,999,436815,1
0,999,468279,0
1,999,145715,1
1,999,315124,1
0,999,303794,1
1,999,407774,1
0,999,343904,1
0,999,177411,1
1,999,364501,1
1,999,13715,0
1,999,32437,1
1,999,427481,0
0,999,31201,0
1,999,93248,1
0,999,59181,1
1,999,274321,0
1,999,171019,1
1,999,222485,0
0,999,19258,1
0,999,107287,1
1,999,232724,1
0,999,375918,0
0,999,251965,1
1,999,126984,1
0,999,475164,1
0,999,303759,1
0,999,437967,1
0,999,309327,0
1,999,128693,0
0,999,221058,1
1,999,4447,1
0,999,168042,1
0,999,92836,0
1,999,100215,1
1,999,236185,1
1,999,456685,1
0,999,485873,1
0,999,222850,1
1,999,59613,1
1,999,259750,1
0,999,157371,1
1,999,438932,1
0,999,449104,1
0,999,235676,1
1,999,126607,1
0,999,334903,1
1,999,268498,1
0,999,36907,1
0,999,234691,1
1,999,287241,1
0,999,226874,1
1,999,329507,1
0,999,273261,1
0,999,176796,1
0,999,255496,1
0,999,201383,1
1,999,3670,1
0,999,331024,0
1,999,200230,1
1,999,475061,1
1,999,69367,1
1,999,435641,0
0,999,74813,0
0,999,186472,1
0,999,61188,1
1,999,66820,1
0,999,455594,1
1,999,374388,1
1,999,166067,0
1,999,215280,1
0,999,248990,1
0,999,282571,1
1,999,112041,0
0,999,136789,0
0,999,316128,1
1,999,462345,0
1,999,258086,0
1,999,454989,0
0,999,150273,1
0,999,70927,1
0,999,232450,1
1,999,452575,1
1,999,95813,1
0,999,448680,1
0,999,147280,1
0,999,124082,1
0,999,143531,1
1,999,374192,1
0,999,267629,1
1,999,21300,1
1,999,30043,1
1,999,337711,1
1,999,445462,1
0,999,256597,1
0,999,43711,0
0,999,77279,1
0,999,309465,1
1,999,402211,1
0,999,293230,1
0,999,24245,1
1,999,283190,1
1,999,343464,1
1,999,410791,1
0,999,331083,1
1,999,192140,1
1,999,268780,1
1,999,264177,1
1,999,212778,1
1,999,202717,1
0,999,123211,1
0,999,110841,1
0,999,24335,1
0,999,164742,1
1,999,413645,1
1,999,414328,1
1,999,24921,1
1,999,391188,1
0,999,339504,1
0,999,87269,1
1,999,448908,0
1,999,235216,1
0,999,260290,0
0,999,405707,1
0,999,208404,1
1,999,426318,1
1,999,482494,0
0,999,49980,1
0,999,73278,1
1,999,376540,1
1,999,273716,0
1,999,332444,0
1,999,92460,1
1,999,234719,1
0,999,358065,1
1,999,61379,1
1,999,110979,1
0,999,220688,1
0,999,68461,1
1,999,367208,1
0,999,26557,1
0,999,42350,1
1,999,119452,1
1,999,44824,1
0,999,238795,1
0,999,126087,1
0,999,321465,1
1,999,441871,1
1,999,148299,1
0,999,277889,0
0,999,189675,1
1,999,112564,1
0,999,311567,1
1,999,428110,1
0,999,205282,1
0,999,175409,1
1,999,478213,1
0,999,422750,1
0,999,82996,1
0,999,370934,1
0,999,49738,1
1,999,4342,1
1,999,401031,1
0,999,139081,0
0,999,348268,1
0,999,397799,1
0,999,143755,1
1,999,197658,0
1,999,365061,1
1,999,417678,1
1,999,384126,0
1,999,424873,1
1,999,472687,1
1,999,261468,0
0,999,104464,1
1,999,380709,1
1,999,451708,1
0,999,412477,1
1,999,462586,1
1,999,246554,1
0,999,264043,1
0,999,106705,0
0,999,373347,1
1,999,141676,1
1,999,40011,1
1,999,344792,1
1,999,43183,1
0,999,210836,1
0,999,189750,1
1,999,29581,1
0,999,134043,1
0,999,462706,1
0,999,357843,1
1,999,265581,1
1,999,43724,1
0,999,14322,1
1,999,226761,1
0,999,234447,0
1,999,323152,0
